No.,Time,Source,Destination,Protocol,Length,Info
1943,42.079811,192.168.178.52,192.168.178.59,RTP,970,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27430, Time=2750828614"
1944,42.080082,192.168.178.52,192.168.178.59,RTP,971,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27431, Time=2750828614"
1945,42.080176,192.168.178.52,192.168.178.59,RTP,971,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27432, Time=2750828614"
1946,42.081129,192.168.178.52,192.168.178.59,RTP,971,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27433, Time=2750828614"
1948,42.084065,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28565, Time=3841423919"
1949,42.085901,192.168.178.52,192.168.178.59,RTP,971,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27434, Time=2750828614, Mark"
1950,42.104303,192.168.178.52,192.168.178.59,RTP,150,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28566, Time=3841424879"
1952,42.124669,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28567, Time=3841425839"
1953,42.142743,192.168.178.52,192.168.178.59,RTP,1034,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27435, Time=2750834374"
1954,42.144547,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28568, Time=3841426799"
1955,42.146131,192.168.178.52,192.168.178.59,RTP,1034,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27436, Time=2750834374"
1956,42.152404,192.168.178.52,192.168.178.59,RTP,1034,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27437, Time=2750834374"
1957,42.157038,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27438, Time=2750834374"
1958,42.161937,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27439, Time=2750834374, Mark"
1959,42.164506,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28569, Time=3841427759"
1961,42.184336,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28570, Time=3841428719"
1962,42.204505,192.168.178.52,192.168.178.59,RTP,156,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28571, Time=3841429679"
2004,42.223923,192.168.178.52,192.168.178.59,RTP,1038,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27440, Time=2750841574"
2005,42.224065,192.168.178.52,192.168.178.59,RTP,1038,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27441, Time=2750841574"
2006,42.224288,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28572, Time=3841430639"
2012,42.229729,192.168.178.52,192.168.178.59,RTP,1038,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27442, Time=2750841574"
2017,42.235701,192.168.178.52,192.168.178.59,RTP,1038,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27443, Time=2750841574"
2023,42.240853,192.168.178.52,192.168.178.59,RTP,1038,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27444, Time=2750841574, Mark"
2025,42.244132,192.168.178.52,192.168.178.59,RTP,166,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28573, Time=3841431599"
2027,42.26474,192.168.178.52,192.168.178.59,RTP,143,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28574, Time=3841432559"
2029,42.284635,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28575, Time=3841433519"
2030,42.287542,192.168.178.52,192.168.178.59,RTP,1032,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27445, Time=2750847334"
2031,42.291137,192.168.178.52,192.168.178.59,RTP,1032,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27446, Time=2750847334"
2032,42.296029,192.168.178.52,192.168.178.59,RTP,1032,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27447, Time=2750847334"
2033,42.301518,192.168.178.52,192.168.178.59,RTP,1032,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27448, Time=2750847334"
2034,42.304202,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28576, Time=3841434479"
2035,42.307551,192.168.178.52,192.168.178.59,RTP,1032,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27449, Time=2750847334, Mark"
2036,42.324528,192.168.178.52,192.168.178.59,RTP,157,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28577, Time=3841435439"
2037,42.344734,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28578, Time=3841436399"
2038,42.352875,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27450, Time=2750853094"
2039,42.353086,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27451, Time=2750853094"
2041,42.356504,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27452, Time=2750853094"
2042,42.362569,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27453, Time=2750853094"
2043,42.364284,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28579, Time=3841437359"
2044,42.366546,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27454, Time=2750853094, Mark"
2086,42.383889,192.168.178.52,192.168.178.59,RTP,142,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28580, Time=3841438319"
2090,42.406241,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28581, Time=3841439279"
2092,42.418945,192.168.178.52,192.168.178.59,RTP,1023,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27455, Time=2750858854"
2093,42.424993,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28582, Time=3841440239"
2094,42.42518,192.168.178.52,192.168.178.59,RTP,1023,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27456, Time=2750858854"
2096,42.430878,192.168.178.52,192.168.178.59,RTP,1024,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27457, Time=2750858854"
2097,42.43567,192.168.178.52,192.168.178.59,RTP,1024,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27458, Time=2750858854"
2098,42.441339,192.168.178.52,192.168.178.59,RTP,1024,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27459, Time=2750858854, Mark"
2099,42.44443,192.168.178.52,192.168.178.59,RTP,178,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28583, Time=3841441199"
2101,42.464407,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28584, Time=3841442159"
2102,42.481936,192.168.178.52,192.168.178.59,RTP,954,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27460, Time=2750864704"
2103,42.482171,192.168.178.52,192.168.178.59,RTP,955,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27461, Time=2750864704"
2104,42.482262,192.168.178.52,192.168.178.59,RTP,955,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27462, Time=2750864704"
2105,42.482319,192.168.178.52,192.168.178.59,RTP,955,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27463, Time=2750864704"
2106,42.486339,192.168.178.52,192.168.178.59,RTP,955,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27464, Time=2750864704, Mark"
2107,42.486932,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28585, Time=3841443119"
2109,42.506484,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28586, Time=3841444079"
2133,42.526068,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28587, Time=3841445039"
2154,42.544127,192.168.178.52,192.168.178.59,RTP,1027,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27465, Time=2750870464"
2155,42.544999,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28588, Time=3841445999"
2158,42.547817,192.168.178.52,192.168.178.59,RTP,1027,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27466, Time=2750870464"
2162,42.553285,192.168.178.52,192.168.178.59,RTP,1027,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27467, Time=2750870464"
2167,42.558132,192.168.178.52,192.168.178.59,RTP,1027,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27468, Time=2750870464"
2172,42.562744,192.168.178.52,192.168.178.59,RTP,1028,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27469, Time=2750870464, Mark"
2173,42.565037,192.168.178.52,192.168.178.59,RTP,139,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28589, Time=3841446959"
2175,42.584633,192.168.178.52,192.168.178.59,RTP,163,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28590, Time=3841447919"
2176,42.604666,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28591, Time=3841448879"
2177,42.608971,192.168.178.52,192.168.178.59,RTP,1060,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27470, Time=2750876134"
2178,42.611573,192.168.178.52,192.168.178.59,RTP,1060,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27471, Time=2750876134"
2179,42.616713,192.168.178.52,192.168.178.59,RTP,1061,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27472, Time=2750876134"
2180,42.623166,192.168.178.52,192.168.178.59,RTP,1061,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27473, Time=2750876134"
2181,42.624838,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28592, Time=3841449839"
2182,42.629904,192.168.178.52,192.168.178.59,RTP,1061,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27474, Time=2750876134, Mark"
2183,42.644758,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28593, Time=3841450799"
2184,42.664245,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28594, Time=3841451759"
2185,42.68465,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28595, Time=3841452719"
2186,42.686968,192.168.178.52,192.168.178.59,RTP,1025,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27475, Time=2750883334"
2187,42.690125,192.168.178.52,192.168.178.59,RTP,1025,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27476, Time=2750883334"
2189,42.696211,192.168.178.52,192.168.178.59,RTP,1025,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27477, Time=2750883334"
2231,42.701098,192.168.178.52,192.168.178.59,RTP,1026,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27478, Time=2750883334"
2232,42.70471,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28596, Time=3841453679"
2233,42.706581,192.168.178.52,192.168.178.59,RTP,1026,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27479, Time=2750883334, Mark"
2236,42.72513,192.168.178.52,192.168.178.59,RTP,152,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28597, Time=3841454639"
2238,42.746196,192.168.178.52,192.168.178.59,RTP,155,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28598, Time=3841455599"
2239,42.76502,192.168.178.52,192.168.178.59,RTP,146,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28599, Time=3841456559"
2240,42.769067,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27480, Time=2750889184"
2241,42.772479,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27481, Time=2750889184"
2242,42.777574,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27482, Time=2750889184"
2243,42.781052,192.168.178.52,192.168.178.59,RTP,1054,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27483, Time=2750889184"
2244,42.784295,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28600, Time=3841457519"
2245,42.788408,192.168.178.52,192.168.178.59,RTP,1055,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27484, Time=2750889184, Mark"
2247,42.805029,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28601, Time=3841458479"
2248,42.815321,192.168.178.52,192.168.178.59,RTP,993,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27485, Time=2750894944"
2249,42.820485,192.168.178.52,192.168.178.59,RTP,993,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27486, Time=2750894944"
2250,42.824832,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28602, Time=3841459439"
2251,42.825005,192.168.178.52,192.168.178.59,RTP,993,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27487, Time=2750894944"
2252,42.830776,192.168.178.52,192.168.178.59,RTP,993,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27488, Time=2750894944"
2253,42.83605,192.168.178.52,192.168.178.59,RTP,993,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27489, Time=2750894944"
2254,42.841385,192.168.178.52,192.168.178.59,RTP,994,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27490, Time=2750894944, Mark"
2271,42.844543,192.168.178.52,192.168.178.59,RTP,157,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28603, Time=3841460399"
2296,42.864544,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28604, Time=3841461359"
2298,42.879123,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27491, Time=2750900704"
2299,42.879466,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27492, Time=2750900704"
2300,42.8796,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27493, Time=2750900704"
2302,42.883653,192.168.178.52,192.168.178.59,RTP,1063,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27494, Time=2750900704"
2303,42.884213,192.168.178.52,192.168.178.59,RTP,147,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28605, Time=3841462319"
2304,42.88932,192.168.178.52,192.168.178.59,RTP,1064,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27495, Time=2750900704, Mark"
2305,42.904831,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28606, Time=3841463279"
2321,42.924118,192.168.178.52,192.168.178.59,RTP,143,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28607, Time=3841464239"
2324,42.946519,192.168.178.52,192.168.178.59,RTP,145,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28608, Time=3841465199"
2325,42.964546,192.168.178.52,192.168.178.59,RTP,167,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28609, Time=3841466159"
2326,42.966258,192.168.178.52,192.168.178.59,RTP,1069,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27496, Time=2750906464"
2327,42.971043,192.168.178.52,192.168.178.59,RTP,1069,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27497, Time=2750906464"
2328,42.977218,192.168.178.52,192.168.178.59,RTP,1069,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27498, Time=2750906464"
2329,42.982737,192.168.178.52,192.168.178.59,RTP,1070,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27499, Time=2750906464"
2330,42.984535,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28610, Time=3841467119"
2331,42.989399,192.168.178.52,192.168.178.59,RTP,1070,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27500, Time=2750906464, Mark"
2332,43.004508,192.168.178.52,192.168.178.59,RTP,164,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28611, Time=3841468079"
2333,43.008038,192.168.178.52,192.168.178.59,RTP,980,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27501, Time=2750912224"
2334,43.010223,192.168.178.52,192.168.178.59,RTP,980,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27502, Time=2750912224"
2335,43.014772,192.168.178.52,192.168.178.59,RTP,980,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27503, Time=2750912224"
2336,43.020249,192.168.178.52,192.168.178.59,RTP,980,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27504, Time=2750912224"
2337,43.024199,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28612, Time=3841469039"
2338,43.026533,192.168.178.52,192.168.178.59,RTP,980,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27505, Time=2750912224, Mark"
2339,43.044432,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28613, Time=3841469999"
2340,43.064608,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28614, Time=3841470959"
2378,43.071954,192.168.178.52,192.168.178.59,RTP,1126,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27506, Time=2750917984"
2379,43.072257,192.168.178.52,192.168.178.59,RTP,1127,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27507, Time=2750917984"
2381,43.078386,192.168.178.52,192.168.178.59,RTP,1127,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27508, Time=2750917984"
2382,43.082753,192.168.178.52,192.168.178.59,RTP,1127,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27509, Time=2750917984"
2383,43.084822,192.168.178.52,192.168.178.59,RTP,149,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28615, Time=3841471919"
2385,43.09019,192.168.178.52,192.168.178.59,RTP,1127,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27510, Time=2750917984, Mark"
2386,43.105996,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28616, Time=3841472879"
2387,43.125876,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28617, Time=3841473839"
2388,43.146286,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28618, Time=3841474799"
2406,43.163714,192.168.178.52,192.168.178.59,RTP,1104,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27511, Time=2750925184"
2407,43.163841,192.168.178.52,192.168.178.59,RTP,1104,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27512, Time=2750925184"
2408,43.163947,192.168.178.52,192.168.178.59,RTP,1104,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27513, Time=2750925184"
2409,43.164063,192.168.178.52,192.168.178.59,RTP,1104,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27514, Time=2750925184"
2410,43.164445,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28619, Time=3841475759"
2419,43.168973,192.168.178.52,192.168.178.59,RTP,1104,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27515, Time=2750925184, Mark"
2433,43.184096,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28620, Time=3841476719"
2435,43.204905,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28621, Time=3841477679"
2438,43.217403,192.168.178.52,192.168.178.59,RTP,1034,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27516, Time=2750930944"
2439,43.217809,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27517, Time=2750930944"
2440,43.217928,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27518, Time=2750930944"
2441,43.223934,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27519, Time=2750930944"
2442,43.224382,192.168.178.52,192.168.178.59,RTP,148,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28622, Time=3841478639"
2444,43.228145,192.168.178.52,192.168.178.59,RTP,1035,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27520, Time=2750930944, Mark"
2447,43.244718,192.168.178.52,192.168.178.59,RTP,154,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28623, Time=3841479599"
2448,43.264972,192.168.178.52,192.168.178.59,RTP,144,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28624, Time=3841480559"
2449,43.278984,192.168.178.52,192.168.178.59,RTP,963,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27521, Time=2750936704"
2450,43.279349,192.168.178.52,192.168.178.59,RTP,964,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27522, Time=2750936704"
2451,43.279496,192.168.178.52,192.168.178.59,RTP,964,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27523, Time=2750936704"
2452,43.281362,192.168.178.52,192.168.178.59,RTP,964,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27524, Time=2750936704"
2453,43.284128,192.168.178.52,192.168.178.59,RTP,138,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28625, Time=3841481519"
2454,43.286538,192.168.178.52,192.168.178.59,RTP,964,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27525, Time=2750936704, Mark"
2500,43.304723,192.168.178.52,192.168.178.59,RTP,169,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28626, Time=3841482479"
2502,43.32504,192.168.178.52,192.168.178.59,RTP,153,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28627, Time=3841483439"
2504,43.34361,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27526, Time=2750942464"
2505,43.345221,192.168.178.52,192.168.178.59,RTP,107,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28628, Time=3841484399"
2506,43.345333,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27527, Time=2750942464"
2507,43.352768,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27528, Time=2750942464"
2508,43.357022,192.168.178.52,192.168.178.59,RTP,1158,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27529, Time=2750942464"
2509,43.365704,192.168.178.52,192.168.178.59,RTP,115,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28629, Time=3841485359"
2510,43.365991,192.168.178.52,192.168.178.59,RTP,1159,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27530, Time=2750942464, Mark"
2515,43.384597,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28630, Time=3841486319"
2516,43.405155,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28631, Time=3841487279"
2517,43.408767,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27531, Time=2750948224"
2518,43.41224,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27532, Time=2750948224"
2520,43.418136,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27533, Time=2750948224"
2521,43.425101,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28632, Time=3841488239"
2522,43.425382,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27534, Time=2750948224"
2524,43.43223,192.168.178.52,192.168.178.59,RTP,1157,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27535, Time=2750948224, Mark"
2525,43.444353,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28633, Time=3841489199"
2563,43.464271,192.168.178.52,192.168.178.59,RTP,151,"PT=DynamicRTP-Type-111, SSRC=0xDA1AC73D, Seq=28634, Time=3841490159"
2564,43.472224,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27536, Time=2750953984"
2565,43.472522,192.168.178.52,192.168.178.59,RTP,1149,"PT=DynamicRTP-Type-124, SSRC=0x1F2228DC, Seq=27537, Time=2750953984"
